sr,activity_id,sr_problem_description,component_area,final_service_action_code,service_request_number,action_code,activity_type,activity_type_std,asset_install_date,cause,component_subsystem,component_sub_area,corrective_repair_flag,installed_country,modality,modality_grouping,current_modality,problem.1,problem_code,problem_duplicated,problem_found,psi_code,resolution_code_action_taken,service_request_status,service_request_type,service_request_type_std,date,time1,sr_close_date,sr_error_description,sr_error_flag,date,time2,sr_open_date,system_id
33,a1K8b00000QUWoHEAX,No da rayos X,,,7403812,,Field Service,Field Service,OCT-18-2011,Falla del tubo de rayos X,Magnet,,Y,Colombia,MRI,,,No da rayos X,,,El equipo no permite realizar exposiciones de rayos X por fallas en el tubo.,CSPE26,Fecha: 11y12/Ago/2022.;Serial: 277083HM2.;Equipo: Tomografo Brightspeed Select.;Fabricación: Jun/2011.;Se realiza procedimiento de cambio de tubo de rayos X.;Se hacen pruebas de rayos X mediante test KV y mA verficando que ahora el equipo permite hacer exposiciones correctamente.;Se efectúan alineaciones en el eje Z y alineación ISO.;Se verifica balance del gantry.;Se hacen las calibraciones respectivas.;Se hace paciente simulado con phantom verificando funcionamiento correcto del equipo e imágenes normales.;Se guarda system state con respaldo de configuraciones.;Tomógrafo funcionando correctamente.;Observaciones:;Tubo de Rx D3145T.;Fabricado:  Abr/2022.;Serial tubo nuevo: 176885BI2.;Serial tubo defectuoso: 152673BI0.;(Versión de software: 11BW46.3_SP1-9-1);Manual: 5181178-800.;Herramientas:;Herramientas de mano.;Diferencial - serial: 251077.;Torquimetro - serial: 0319800156,Closed,Corrective Repair,Corrective Repair,02-04-2018,05:40,02-04-2018 05:40,,VALID,02-04-2018,11:50,02-04-2018 11:50,2962921ELITE
34,a1K8b00000QUe2BEAT,Performance//Mesa travada,,,7452263,,Field Service,Field Service,JUL-16-2010,Falha nos componentes que foram trocados,Detector,,Y,Brazil,CT,CT,CT,Performance//Mesa travada,,,Falha na mesa,CSPG35,Realizado troca dos componentes responsáveis pela falha,Closed,Corrective Repair,Corrective Repair,02-04-2018,12:37,02-04-2018 12:37,,VALID,02-04-2018,13:05,02-04-2018 13:05,2853904
35,a1K8b00000QUU6pEAH,HBS//Mensagem scan interrompido pelo scanner,,,7402464,,Field Service,Field Service,DEC-10-2014,Constatado erro no filamento small do tubo de raio-x.,Detector,,Y,Brazil,CT,,,HBS//Mensagem scan interrompido pelo scanner,,,HBS//Mensagem scan interrompido pelo scanner.,CSPI79,Verificado log de erro e constatato erro de filamento aberto. Erro no filamento small do tubo de raio-x.,Fixed,Corrective Repair,Corrective Repair,02-04-2018,07:54,02-04-2018 07:54,,VALID,02-04-2018,13:11,02-04-2018 13:11,CT439050CN6
36,a1K8b00000QUjp2EAD,Performance//não esta deixando buscar exames esta dando erros,,,7458350,,Remote Service,Remote Service,FEB-09-2012,"Possível configuração no servidor
Licenças vencidas no servidor do PACS",Tube,,Y,Brazil,CT,,,Performance//não esta deixando buscar exames esta dando erros,,,"Não é possível procurar exames do nodo remoto ""medilab""",CSPE40,"Revisei as configurações dos nodos na lista de rede da máquina, fiz alguns testes de consulta e comunicação",Closed,Corrective Repair,Corrective Repair,02-04-2018,17:11,02-04-2018 17:11,,VALID,02-04-2018,13:46,02-04-2018 13:46,CT263550HM6-1
37,a1K8b00000QUp7jEAD,Premium//a mesa do dentri na hora de subir não esta conseguindo,,,7464377,,Remote Service,Remote Service,FEB-17-2014,Not Applicable,Detector,,Y,Brazil,CT,,,Premium//a mesa do dentri na hora de subir não esta conseguindo,,,Mesa de Exames não realiza o Movimento UP.,CSPE55,"Cliente Sr Tiago (17)99788-5096 informou que Mesa de Exames apresentou de forma esporádica falha ao tentar realziar o Movimento UP da Mesa de Exames.
Tentativa de Acesso remoto para avaliação de Log sem sucesso.
Eng Clinica Sr Sergio 917)99706-3983 informou que falha não voltou a ocorrer.
Equipamento Monitorado por 01 Semana sem relatos de falha.",Closed,Corrective Repair,Corrective Repair,02-04-2018,00:10,02-04-2018 00:10,,VALID,02-04-2018,13:57,02-04-2018 13:57,CT331913HM4
38,a1K8b00000QV9LKEA1,El movimiento de la mesa hacia afuera no lo da.,,,7389478,,Service Task,Field Service,SEP-28-2009,,Host machine,,Y,Mexico HQ,MRI,,,El movimiento de la mesa hacia afuera no lo da.,,,,CSPE26,Revisión de equipo por escalación. Se trabaja en el detector del equipo. Se adjunta correo al caso detallando las actividades realizadas.,Fixed,Corrective Repair,Corrective Repair,02-04-2018,15:01,02-04-2018 15:01,,VALID,02-04-2018,14:53,02-04-2018 14:53,664BRG2820300
39,a1K8b00000QUNJjEAP,VIP// Premium //  Equipamento depois da PM realizada ela não está fazendo o protocolo de perfusão e redutor eletrônico.,,,7388692,,Remote Service,Remote Service,APR-26-2016,Acompanhamento no local necessário para confirmação da causa raiz.,Detector,,Y,Brazil,CT,,,VIP// Premium //  Equipamento depois da PM realizada ela não está fazendo o protocolo de perfusão e redutor eletrônico.,,,Problemas na realização de exames de  perfusão.,CSPI75,"Caso discutido com o cliente, Sr. João e Sr. Adler, para entender melhor o problema e coletar detalhes. Verificado histórico do sistema para problemas recorrentes. Conectado via insite. Analisado a configuração do sistema e logs de erros. Identificada a necessidade de atendimento presencial. Chamado encaminhado para campo com as observações pertinentes e sugestão de plano de ação.",Fixed,Corrective Repair,Corrective Repair,02-04-2018,07:13,02-04-2018 07:13,,VALID,02-04-2018,15:09,02-04-2018 15:09,CJRMX1600005CN
40,a1K8b00000QU7hFEAT,"Premium//Não esta conectando, apresenta erro hardware não esta disponível.",,,7351990,,Field Service,Field Service,DEC-13-2013,Detectado contraste no colimador e na superfície do DAS e Myllar.,Host machine,,Y,Brazil,MRI,,,"Premium//Não esta conectando, apresenta erro hardware não esta disponível.",,,Ccb danificada,CSPG47,"Realizado substituição da CCB e a máquina voltou a funcionar, porém não conseguimos realizar a calibração de colimador e a calibração detalhada, devido a um problema no detector, solicitaremos 4 módulos do das p/ seguirmos com o caso, devido a este problema no DAS, observamos artefatos nas bordas das imagens, o cliente informa que esses artefatos ja existiam, e surgem de forma intermitente, seguiremos com a tratativa desse problema assim que os módulos chegarem.;;Havia muito contraste na superficie do DAS, colimador e myllar, foi realizado limpeza, e orientado ao cliente a ter cuidado com a aplicação de contraste, essa foi a possível causa do dano na CCB.;;;19/08/2022 - realizado substituição dos elastomers e interposers dos modulos 22,31,57,49,2 e 8 com sucesso, após o reparo dos módulos, conseguimos realizar as calibrações e as imagens agora estão sem artefatos, equipamento liberado para exames sem restrições, testes de qualidade satisfatórios.;;Ressaltamos o cuidado ao manusear contraste perto do equipamento, foram encontrados contraste no myllar e sangue na parte frontal do equipamento.",Closed,Corrective Repair,Corrective Repair,02-04-2018,01:42,02-04-2018 01:42,,VALID,02-04-2018,17:04,02-04-2018 17:04,CT429355CN1
41,a1K8b00000QUzMBEA1,"SOLICITO O APAGAMENTO DO PACIENTE ROBERTO   NUMERO: 32070  DIA : 16/08  APAGAR DA LISTA DE EXAMES   NAO CONSIGO REMOVER
 Image:NONE-NONE-NONE",,,7476745,,Remote Service,Remote Service,SEP-08-2005,Exame suspenso na fila de envio de rede.,Magnet,,Y,Brazil,MRI,,,"SOLICITO O APAGAMENTO DO PACIENTE ROBERTO   NUMERO: 32070  DIA : 16/08  APAGAR DA LISTA DE EXAMES   NAO CONSIGO REMOVER
 Image:NONE-NONE-NONE",,,Equipamento não permite que o cliente apague um exame do banco de dados,CSPE01,"Caso discutido com o cliente, Sr. Mauricio, para entender melhor o problema e coletar detalhes. Verificado histórico do sistema para problemas recorrentes. Conectado via insite. Analisado a configuração do sistema e logs de erros.
Constatei que haviam exames suspensos na fila de envio de rede. A fila de rede foi limpa e o equipamento reiniciado. Com isso os exame foi liberado para ser removido pelo cliente.",Closed,Corrective Repair,Corrective Repair,02-04-2018,19:14,02-04-2018 19:14,,VALID,02-04-2018,20:47,02-04-2018 20:47,2567774
42,a1K8b00000QUaUnEAL,ruido de anodo intenso,,,7448205,,Remote Service,Remote Service,OCT-03-2017,xr tube age,Host machine,,Y,Argentina,MRI,,,ruido de anodo intenso,,,ruido de anodo,CSPK12,Sistema FUNCIONANDO Cliente reporta ruido intenso en el gantry. La descripción del ruido hace suponer ánodo del tubo de rx. Doy recomendaciones en el gameplan para acciones en sitio. Por favor asignar la Split a FE para atención presencial,Closed,Corrective Repair,Corrective Repair,03-04-2018,19:17,03-04-2018 19:17,,VALID,03-04-2018,00:35,03-04-2018 00:35,CT9638AR
43,a1K8b00000QUPuuEAH,System no reboot for more than 8 days,,,7402231,,Remote Service,Remote Service,FEB-03-2012,System no reboot for more than 8 days,Tube,,Y,Mexico HQ,CT,,,System no reboot for more than 8 days,,,System no reboot for more than 8 days,CSPE23,"Se establece comunicación remota se verifica que el equipo no ha sido reiniciado en 15 días.
Se verifica inactividad del equipo y se deja mensaje en pantalla para el operador de turno.
Se recomienda reinciar la consola por lo menos una vez a la semana para reducir condiciones de error por software",Closed,Corrective Repair,Corrective Repair,03-04-2018,03:29,03-04-2018 03:29,,VALID,03-04-2018,01:49,03-04-2018 01:49,CT286819HM8
44,a1K8b00000QUm5aEAD,"Solicito a correção do VessellQ.  
Provavelmente bugado .",,,7458463,,Field Service,Field Service,MAY-03-2022,,Host machine,,Y,Brazil,MRI,,,"Solicito a correção do VessellQ.  
Provavelmente bugado .",,,,CSPL63,,Closed,Corrective Repair,Corrective Repair,03-04-2018,18:27,03-04-2018 18:27,,VALID,03-04-2018,01:59,03-04-2018 01:59,TAIXX2200004CN
45,a1K8b00000QTxmaEAD,Problemas con el servidor de imagenes - CT - Kennedy - Center,,,7333461,,Remote Service,Remote Service,DEC-11-2020,False detection: no issue found.,Magnet,,Y,Colombia,MRI,,,Problemas con el servidor de imagenes - CT - Kennedy - Center,,,False detection: no issue found.,CSPL63,"Se recibe comunicacion de clinet JONATHAN MOLANO, quien indica que el problema es un error de comunicacion con otro equipo. AWS.
Tomografo sin errores
Se indica a cliente que se cerrara reporte de tomgrafo y se abrira nuevo 07333540  por la AWS",Closed,Corrective Repair,Corrective Repair,03-04-2018,20:18,03-04-2018 20:18,,VALID,03-04-2018,04:33,03-04-2018 04:33,CBDMG2000082HM
46,a1K8b00000QUzsOEAT,Case para debrief de peça,,,7477366,,Field Service,Field Service,DEC-28-2016,apenas para debrife de peça consumiveis,Tube,,Y,Brazil,CT,CT,CT,Case para debrief de peça,,,apenas para debrife de peça consumiveis,CSPI89,apenas para debrife de peça consumiveis,Closed,Corrective Repair,Corrective Repair,03-04-2018,04:23,03-04-2018 04:23,,VALID,03-04-2018,05:25,03-04-2018 05:25,CJRSX1600007CN
47,a1K8b00000QUYAjEAP,"LATAM BR Premium // está abortando na calibração, não libera para exames.",,,7445879,,Field Service,Field Service,JUL-01-2015,"Tubo de Raio-X com o FOCO GROSSO ABERTO.
Nesse cita a troca do Tubo de Raio-X.",Magnet,,Y,Brazil,MRI,,,"LATAM BR Premium // está abortando na calibração, não libera para exames.",,,"Equipamento está  abortando na calibração, não libera para exames.;Troca do Tubo de Raio-x.",CSPG88,Realizado teste de No Load KV e o equipamento passou nos testes.;Realizado teste de KV foco Grosso e deu erro.;Realizado teste de KV foco fino e passou no teste.;Realizado a verificação do oleo nos receptáculos do Tubo e nos tanques ok .;Medido o filamento do foco GROSSO ABERTO.;Medido filamento do foco FINO OK.;Realizado teste de No Load KV com o Tubo e o teste reprovou. Retirado os cabos do Tubo de Raio-X e refeito o Teste de No Load KV e passou confirmando a falha no Tubo de Raio-X.;Realizado a Troca do Tubo de Raio-X. Reset nos dados do gerador. Realizado Alinhamento Mecânico de posição do Tubo de Raio-X. Realizado Calibração do Filamento.  Checagem do Balanceamento do Gantry. Calibração do HOT ISO. Calibração do Colimador e Calibração Detalhada. Realizado calibração diária. Salvo System State.,Closed,Corrective Repair,Corrective Repair,03-04-2018,04:16,03-04-2018 04:16,,VALID,03-04-2018,06:00,03-04-2018 06:00,CT440269CN9
48,a1K8b00000QUK3mEAH,No esta dejando realizar QA,,,7362745,,Field Service,Field Service,OCT-18-2016,FRDM modules 3 and 6 presenting bad channels with proximity criteria issues.  Popup message during fastcals notifying the issue.  Scanning can continue normally but service is required.,Host machine,,Y,Puerto Rico,MRI,,,No esta dejando realizar QA,,,Problem occurred during fastcal.  Fastcal aborted during interconnectivity map sequences due to bad channels and proximity criteria.,CSPH01,- Performed mA ratio diagnostics to determine issue with modules.  Identified modules 3 and 6 for replacement.;- Performed FRDM replacement procedure for detector modules 3 and 6.;- Performed detailed air and phantom calibrations.;- Performed phantom test scans.,Closed,Corrective Repair,Corrective Repair,03-04-2018,12:30,03-04-2018 12:30,,VALID,03-04-2018,09:44,03-04-2018 09:44,HDDGX1600002CN
49,a1K8b00000QUPAjEAP,Exploracion parada por el Scanner,,,7326621,,Field Service,Field Service,MAY-31-2012,Daño de Pncake DAS DIFB ; Defective part (please specify).,Tube,,Y,Colombia,CT,,,Exploracion parada por el Scanner,,,Exploracion parada por el Scanner,CSPE23,"Se procede a realizar instalación de la parte Pancake DAS DIFB, se realiza flash download (OK), pruebas con phantom (OK), pruebas generales funcionales (OK). Equipo operativo. ; Diagnosed ___ part as defective.",Closed,Corrective Repair,Corrective Repair,03-04-2018,10:39,03-04-2018 10:39,,VALID,03-04-2018,09:55,03-04-2018 09:55,CT292382HM9
50,a1K8b00000QU7JtEAL,"Equipamento apresentando artefato nas imagens, ao ponto de não poder enviar ao PACS, não está permitindo realizar a calibração diária, não está liberando o scout",,,7346803,,Field Service,Field Service,DEC-18-2015,HV tank defeituoso.,Tube,,Y,Brazil,CT,CT,CTV,"Equipamento apresentando artefato nas imagens, ao ponto de não poder enviar ao PACS, não está permitindo realizar a calibração diária, não está liberando o scout",,,Interrupção de scan. Erro 60-0313 - ILR current. Sem impacto a pacientes.,CSPG52,"Realizado diagnóstico NOLOAD KV e constatado falha no HV tank, o qual foi substituído conforme manual de serviços (5409363-8EN) GEHC.",Closed,Corrective Repair,Corrective Repair,03-04-2018,01:45,03-04-2018 01:45,,VALID,03-04-2018,10:17,03-04-2018 10:17,CT441652CN5
51,a1K8b00000QVPBNEA5,No enciende el gantry,,,7519649,,Remote Service,Remote Service,MAR-25-2011,No establecida la causa,Detector,,Y,Mexico HQ,CT,,,No enciende el gantry,,,Reportan que el gantry no energiza,CSPE23,"1. Se intenta revisar el log de erroes pero no es posible
2. Se intenta contactar al cliente.
3. Se requiere revision en sitio.",Closed,Corrective Repair,Corrective Repair,03-04-2018,06:00,03-04-2018 06:00,,VALID,03-04-2018,10:47,03-04-2018 10:47,2920879BSE16
52,a1K8b00000QVA4tEAH,"LATAM BR Performance // está ligado, mas não realiza procedimentos, mensagem de erro scan interrompido pelo scanner.",,,7500773,,Field Service,Field Service,JUN-08-2017,Tubo de raio x com o filamento do foco grosso aberto.,Tube,,Y,Brazil,CT,,,"LATAM BR Performance // está ligado, mas não realiza procedimentos, mensagem de erro scan interrompido pelo scanner.",,,Equipamento abortando o scan.,CSPI89,"Na ultima visita realizada foi observado que o equipamento estava abortando o scan devido ao tubo de raio x estar com o filamento do foco grosso aberto.;Hoje foi realizado a troca do tubo de raio x.;Após a troca do tubo, foram realizadas as calibrações de filamento, colimador e calibração detalhada com sucesso.;Feito backup do sistema.",Closed,Corrective Repair,Corrective Repair,03-04-2018,03:12,03-04-2018 03:12,,VALID,03-04-2018,11:04,03-04-2018 11:04,CJRSX1700003CN
53,a1K8b00000QUGhFEAX,"No hay conexion entre el electro y el tomografo. 
Fallo en la pantalla.",,,7359907,,Remote Service,Remote Service,AUG-06-2021,#NAME?,Tube,,Y,Mexico HQ,CT,,,"No hay conexion entre el electro y el tomografo. 
Fallo en la pantalla.",,,#NAME?,CSRV71,"- Comunicacion con Radiologo Victor quien informa que Monitor Ivy si esta trabajando sin embargo el tomografo esta mostrando leyendas relacionadas a falla en la comunicacion con monitor. Cliente afirma que ha verificado conexiones del monitor con el tomografo.
- Se verifica comunicacion basica con monitor Ivy desde el tomografo, es  exitosa. Se incrementa los paquetes de datos y la conexion se pierde. El maximo de paquetes exitosos ha sido de 1000 bytes
- Se revisa configuracion de gateway  desde el tomografo, gateway es correcto conforme al proceso de instalacion descrito en el manual de servicio del tomografo. 
- Configuracion ECG en tomografo tambien es conforme a manual de servicio",Closed,Corrective Repair,Corrective Repair,03-04-2018,09:46,03-04-2018 09:46,,VALID,03-04-2018,11:45,03-04-2018 11:45,CTREVVX2100019CN
54,a1K8b00000QUdq5EAD,"Posible fallo en tubo, marca erorr exploración detenida por el paciente",,,7450274,,Field Service,Field Service,JUN-29-2016,Tubo de rayos x está arqueando.,Detector,,Y,Mexico HQ,CT,CT,CT,"Posible fallo en tubo, marca erorr exploración detenida por el paciente",,,El equipo no escanea,CSEC09,Se revisa equipo de acuerdo a manual de fabricante 5438996-8EN.;Se reemplazan cables de alto voltaje entre tubo de rayos x  y generador. Se realizan pruebas de operación y se encuentra que el tubo de rayos x está arqueando.;Se solicitó refacción. Equipo fuera de servicio.,Closed,Corrective Repair,Corrective Repair,03-04-2018,14:40,03-04-2018 14:40,,VALID,03-04-2018,12:09,03-04-2018 12:09,CTE6PS1600096
